train_loss_step,epoch,step,validation_loss,train_loss_epoch
,36,1294,,0.6594701409339905
0.6784412860870361,37,1329,,
,37,1329,0.6677194237709045,
,37,1329,,0.6534143090248108
0.6758044958114624,38,1364,,
,38,1364,0.6694424152374268,
,38,1364,,0.6560407280921936
0.6708239912986755,39,1399,,
,39,1399,0.6692391633987427,
,39,1399,,0.652834951877594
0.6632797718048096,40,1434,,
,40,1434,0.6680317521095276,
,40,1434,,0.6544032096862793
0.6681458353996277,41,1469,,
,41,1469,0.665769636631012,
,41,1469,,0.6633430123329163
0.6866393685340881,42,1504,,
,42,1504,0.6644664406776428,
,42,1504,,0.6562637090682983
0.6087276935577393,43,1539,,
,43,1539,0.664993941783905,
,43,1539,,0.6568731069564819
0.6835121512413025,44,1574,,
,44,1574,0.6682363748550415,
,44,1574,,0.6534334421157837
0.6552684903144836,45,1609,,
,45,1609,0.6632016897201538,
,45,1609,,0.6485041975975037
0.6572426557540894,46,1644,,
,46,1644,0.6641061305999756,
,46,1644,,0.6548972129821777
0.6369033455848694,47,1679,,
,47,1679,0.6655017733573914,
,47,1679,,0.6542956233024597
0.6481298208236694,48,1714,,
,48,1714,0.6742269396781921,
,48,1714,,0.6438760161399841
0.6684776544570923,49,1749,,
,49,1749,0.6671707630157471,
,49,1749,,0.6527442932128906
0.6127482652664185,50,1784,,
,50,1784,0.6650475263595581,
,50,1784,,0.6468568444252014
0.6925778985023499,51,1819,,
,51,1819,0.6668533086776733,
,51,1819,,0.64919513463974
0.6338761448860168,52,1854,,
,52,1854,0.659582257270813,
,52,1854,,0.6508681774139404
0.6319993734359741,53,1889,,
,53,1889,0.6629735827445984,
,53,1889,,0.6504721641540527
0.7013162970542908,54,1924,,
,54,1924,0.6756730675697327,
,54,1924,,0.6503852605819702
0.6073078513145447,55,1959,,
,55,1959,0.6670790910720825,
,55,1959,,0.6532450318336487
0.584215521812439,56,1994,,
,56,1994,0.6616328358650208,
,56,1994,,0.6523208618164062
0.632623016834259,57,2029,,
,57,2029,0.6663541197776794,
,57,2029,,0.6413880586624146
0.6508381366729736,58,2064,,
,58,2064,0.6677732467651367,
,58,2064,,0.6491847634315491
0.6578782796859741,59,2099,,
,59,2099,0.6701489686965942,
,59,2099,,0.6488509178161621
0.631182849407196,60,2134,,
,60,2134,0.6634311079978943,
,60,2134,,0.6479560136795044
0.6484957337379456,61,2169,,
,61,2169,0.6672824025154114,
,61,2169,,0.6443403363227844
0.6565802097320557,62,2204,,
,62,2204,0.6679239869117737,
,62,2204,,0.6420639157295227
0.6722952723503113,63,2239,,
,63,2239,0.6678319573402405,
,63,2239,,0.6461593508720398
0.648756206035614,64,2274,,
,64,2274,0.6641101837158203,
,64,2274,,0.6481035947799683
0.6599207520484924,65,2309,,
,65,2309,0.6723986268043518,
,65,2309,,0.6423196196556091
0.6765784621238708,66,2344,,
,66,2344,0.668971836566925,
,66,2344,,0.6485704779624939
0.606192409992218,67,2379,,
,67,2379,0.6656371355056763,
,67,2379,,0.6436865329742432
0.5920303463935852,68,2414,,
,68,2414,0.6596625447273254,
,68,2414,,0.6474274396896362
0.7000508904457092,69,2449,,
,69,2449,0.6621059775352478,
,69,2449,,0.64609694480896
0.6848904490470886,70,2484,,
,70,2484,0.6599255800247192,
,70,2484,,0.6406195163726807
0.6442717909812927,71,2519,,
,71,2519,0.6678853631019592,
,71,2519,,0.6410535573959351
0.6620174050331116,72,2554,,
,72,2554,0.6629416346549988,
,72,2554,,0.6442398428916931
0.6291325092315674,73,2589,,
,73,2589,0.6605578660964966,
,73,2589,,0.6453123092651367
0.6385570168495178,74,2624,,
,74,2624,0.661889910697937,
,74,2624,,0.6395496726036072
0.6369190812110901,75,2659,,
,75,2659,0.6668240427970886,
,75,2659,,0.63877272605896
0.657710075378418,76,2694,,
,76,2694,0.6650200486183167,
,76,2694,,0.6446850895881653
0.7027180194854736,77,2729,,
,77,2729,0.6661983132362366,
,77,2729,,0.6418627500534058
0.6997394561767578,78,2764,,
,78,2764,0.6565183997154236,
,78,2764,,0.642203152179718
0.6590710282325745,79,2799,,
,79,2799,0.6595703363418579,
,79,2799,,0.6431680917739868
0.6695387363433838,80,2834,,
,80,2834,0.6583528518676758,
,80,2834,,0.642318606376648
0.651667594909668,81,2869,,
,81,2869,0.6547271609306335,
,81,2869,,0.6437634229660034
0.6211575865745544,82,2904,,
,82,2904,0.6559844613075256,
,82,2904,,0.6359644532203674
0.6661887168884277,83,2939,,
,83,2939,0.6631835699081421,
,83,2939,,0.6388189196586609
0.5764061808586121,84,2974,,
,84,2974,0.6596091985702515,
,84,2974,,0.637111485004425
0.6680890321731567,85,3009,,
,85,3009,0.6599341034889221,
,85,3009,,0.6380261778831482
0.6662895083427429,86,3044,,
,86,3044,0.6626369953155518,
,86,3044,,0.6364832520484924
0.7165080904960632,87,3079,,
,87,3079,0.666440486907959,
,87,3079,,0.6328373551368713
0.6624011397361755,88,3114,,
,88,3114,0.6619936227798462,
,88,3114,,0.6410470008850098
0.6209705471992493,89,3149,,
,89,3149,0.6582914590835571,
,89,3149,,0.6358692049980164
0.6472263932228088,90,3184,,
,90,3184,0.6609954237937927,
,90,3184,,0.6358308792114258
0.6832779049873352,91,3219,,
,91,3219,0.6579459309577942,
,91,3219,,0.6400625109672546
0.6916326284408569,92,3254,,
,92,3254,0.6569730043411255,
,92,3254,,0.6394067406654358
0.5792152285575867,93,3289,,
,93,3289,0.6575824022293091,
,93,3289,,0.6396896839141846
0.6766619086265564,94,3324,,
,94,3324,0.6626395583152771,
,94,3324,,0.6411914229393005
0.6929628849029541,95,3359,,
,95,3359,0.6626206636428833,
,95,3359,,0.6424812078475952
0.6066718697547913,96,3394,,
,96,3394,0.6661084294319153,
,96,3394,,0.6352935433387756
0.6837343573570251,97,3429,,
,97,3429,0.6589293479919434,
,97,3429,,0.6339241862297058
0.688050389289856,98,3464,,
,98,3464,0.6543031930923462,
,98,3464,,0.6371920704841614
0.6244035959243774,99,3499,,
,99,3499,0.6598160266876221,
,99,3499,,0.6399099826812744
0.651339054107666,100,3534,,
,100,3534,0.6597258448600769,
,100,3534,,0.633291482925415
0.6241359710693359,101,3569,,
,101,3569,0.6626216769218445,
,101,3569,,0.6438255310058594
0.60867840051651,102,3604,,
,102,3604,0.6590933203697205,
,102,3604,,0.6362535953521729
0.6245449781417847,103,3639,,
,103,3639,0.6467036008834839,
,103,3639,,0.6480509042739868
0.7202852964401245,104,3674,,
,104,3674,0.6610648036003113,
,104,3674,,0.6356786489486694
0.5934608578681946,105,3709,,
,105,3709,0.6620815992355347,
,105,3709,,0.6392347812652588
0.6043798923492432,106,3744,,
,106,3744,0.6645064353942871,
,106,3744,,0.6365544199943542
0.5188311338424683,107,3779,,
,107,3779,0.6554920077323914,
,107,3779,,0.6360416412353516
0.6645873188972473,108,3814,,
,108,3814,0.6646419763565063,
,108,3814,,0.6317204833030701
0.6561698317527771,109,3849,,
,109,3849,0.6547190546989441,
,109,3849,,0.6304706335067749
0.6357256770133972,110,3884,,
,110,3884,0.6533336043357849,
,110,3884,,0.636620819568634
0.5689521431922913,111,3919,,
,111,3919,0.657195508480072,
,111,3919,,0.6285456418991089
0.5807284116744995,112,3954,,
,112,3954,0.6564022898674011,
,112,3954,,0.6284816265106201
0.5824987888336182,113,3989,,
,113,3989,0.6548590660095215,
,113,3989,,0.6307952404022217
0.6462182998657227,114,4024,,
,114,4024,0.6527868509292603,
,114,4024,,0.6324329376220703
0.667410671710968,115,4059,,
,115,4059,0.653516411781311,
,115,4059,,0.6304742097854614
0.5842681527137756,116,4094,,
,116,4094,0.6539425253868103,
,116,4094,,0.6264764070510864
0.6370531916618347,117,4129,,
,117,4129,0.650043249130249,
,117,4129,,0.6311555504798889
0.614047110080719,118,4164,,
,118,4164,0.6533791422843933,
,118,4164,,0.6226620078086853
0.6814115047454834,119,4199,,
,119,4199,0.6440526843070984,
,119,4199,,0.630913257598877
0.6002824902534485,120,4234,,
,120,4234,0.6485716104507446,
,120,4234,,0.6262282729148865
0.7143210172653198,121,4269,,
,121,4269,0.6499512791633606,
,121,4269,,0.6286344528198242
0.6423090100288391,122,4304,,
,122,4304,0.6539031267166138,
,122,4304,,0.6385562419891357
0.5936710238456726,123,4339,,
,123,4339,0.6498148441314697,
,123,4339,,0.6342005729675293
0.5979029536247253,124,4374,,
,124,4374,0.6567021012306213,
,124,4374,,0.6257922649383545
0.7069088816642761,125,4409,,
,125,4409,0.6510841250419617,
,125,4409,,0.625892698764801
0.6667342782020569,126,4444,,
,126,4444,0.6539410352706909,
,126,4444,,0.6254405379295349
0.6019608974456787,127,4479,,
,127,4479,0.6553704142570496,
,127,4479,,0.6268831491470337
0.6879557371139526,128,4514,,
,128,4514,0.6483171582221985,
,128,4514,,0.6309365630149841
0.6242647171020508,129,4549,,
,129,4549,0.6455250382423401,
,129,4549,,0.6274511218070984
0.5987393260002136,130,4584,,
,130,4584,0.651675820350647,
,130,4584,,0.6310060024261475
0.6337068676948547,131,4619,,
,131,4619,0.6444361209869385,
,131,4619,,0.6301729679107666
0.700512707233429,132,4654,,
,132,4654,0.6472311019897461,
,132,4654,,0.628320574760437
0.554996907711029,133,4689,,
,133,4689,0.652372419834137,
,133,4689,,0.6255486011505127
0.7084529399871826,134,4724,,
,134,4724,0.6567140221595764,
,134,4724,,0.6291936635971069
0.6077617406845093,135,4759,,
,135,4759,0.648058295249939,
,135,4759,,0.6215879321098328
0.6479477286338806,136,4794,,
,136,4794,0.648074746131897,
,136,4794,,0.629463791847229
0.6987014412879944,137,4829,,
,137,4829,0.6439461708068848,
,137,4829,,0.633134126663208
0.6744884848594666,138,4864,,
,138,4864,0.6519404649734497,
,138,4864,,0.6263301372528076
0.5602321028709412,139,4899,,
,139,4899,0.6485577821731567,
,139,4899,,0.61861652135849
0.7477266788482666,140,4934,,
,140,4934,0.6499889492988586,
,140,4934,,0.6254561543464661
0.6050438284873962,141,4969,,
,141,4969,0.646256685256958,
,141,4969,,0.6191015243530273
0.6209529042243958,142,5004,,
,142,5004,0.6447227597236633,
,142,5004,,0.6230937242507935
0.6127040386199951,143,5039,,
,143,5039,0.6446786522865295,
,143,5039,,0.6321244239807129
0.7233583927154541,144,5074,,
,144,5074,0.6507085561752319,
,144,5074,,0.6232543587684631
0.5931277871131897,145,5109,,
,145,5109,0.6396942734718323,
,145,5109,,0.6279422640800476
0.5553772449493408,146,5144,,
,146,5144,0.6463587284088135,
,146,5144,,0.6259409189224243
0.6753289699554443,147,5179,,
,147,5179,0.6461027264595032,
,147,5179,,0.6194883584976196
0.6218762993812561,148,5214,,
,148,5214,0.6497922539710999,
,148,5214,,0.627456545829773
0.5846371650695801,149,5249,,
,149,5249,0.642458438873291,
,149,5249,,0.6265977621078491
0.6266769766807556,150,5284,,
,150,5284,0.6473844647407532,
,150,5284,,0.6280472278594971
0.6092548966407776,151,5319,,
,151,5319,0.6464056968688965,
,151,5319,,0.6180939674377441
0.6814900040626526,152,5354,,
,152,5354,0.6497567296028137,
,152,5354,,0.6249287128448486
0.5806077718734741,153,5389,,
,153,5389,0.6505385041236877,
,153,5389,,0.6253154277801514
0.6212915182113647,154,5424,,
,154,5424,0.6394209265708923,
,154,5424,,0.6240167021751404
0.6029984354972839,155,5459,,
,155,5459,0.6452744007110596,
,155,5459,,0.6204345226287842
0.6335567831993103,156,5494,,
,156,5494,0.6429294347763062,
,156,5494,,0.621076226234436
0.6815457344055176,157,5529,,
,157,5529,0.65116947889328,
,157,5529,,0.6185905337333679
0.5899205803871155,158,5564,,
,158,5564,0.6415838003158569,
,158,5564,,0.6213611960411072
0.601090669631958,159,5599,,
,159,5599,0.6379241347312927,
,159,5599,,0.6171764135360718
0.5633556246757507,160,5634,,
,160,5634,0.642235279083252,
,160,5634,,0.6208342909812927
0.6279144883155823,161,5669,,
,161,5669,0.6409867405891418,
,161,5669,,0.6190382838249207
0.604209303855896,162,5704,,
,162,5704,0.6428792476654053,
,162,5704,,0.6164118647575378
0.741019070148468,163,5739,,
,163,5739,0.6381073594093323,
,163,5739,,0.6226322650909424
0.5795800685882568,164,5774,,
,164,5774,0.6406936049461365,
,164,5774,,0.6133682727813721
0.5964426398277283,165,5809,,
,165,5809,0.6480116248130798,
,165,5809,,0.619263768196106
0.5774370431900024,166,5844,,
,166,5844,0.6424034833908081,
,166,5844,,0.6157089471817017
0.6147201657295227,167,5879,,
,167,5879,0.6383360624313354,
,167,5879,,0.6146737337112427
0.683510422706604,168,5914,,
,168,5914,0.6466943025588989,
,168,5914,,0.622439980506897
0.6458122134208679,169,5949,,
,169,5949,0.6420484781265259,
,169,5949,,0.6137586832046509
0.6415544748306274,170,5984,,
,170,5984,0.6467126607894897,
,170,5984,,0.6104847192764282
0.6113710403442383,171,6019,,
,171,6019,0.6437342166900635,
,171,6019,,0.6201227903366089
0.7138176560401917,172,6054,,
,172,6054,0.6373371481895447,
,172,6054,,0.6193355321884155
0.5698335766792297,173,6089,,
,173,6089,0.6398999691009521,
,173,6089,,0.6178826689720154
0.6038101315498352,174,6124,,
,174,6124,0.6402102112770081,
,174,6124,,0.6193832159042358
0.6461588740348816,175,6159,,
,175,6159,0.6360283493995667,
,175,6159,,0.6134689450263977
0.6417976021766663,176,6194,,
,176,6194,0.6285227537155151,
,176,6194,,0.6166320443153381
0.620481550693512,177,6229,,
,177,6229,0.6350998878479004,
,177,6229,,0.6103054285049438
0.6432623863220215,178,6264,,
,178,6264,0.6399275660514832,
,178,6264,,0.6180924773216248
0.5481759309768677,179,6299,,
,179,6299,0.6384757161140442,
,179,6299,,0.6201839447021484
0.5994545817375183,180,6334,,
,180,6334,0.6436463594436646,
,180,6334,,0.6106775999069214
0.6479313969612122,181,6369,,
,181,6369,0.6375249624252319,
,181,6369,,0.6093707084655762
0.6177850365638733,182,6404,,
,182,6404,0.6329368948936462,
,182,6404,,0.6102241277694702
0.5790956020355225,183,6439,,
,183,6439,0.6360040307044983,
,183,6439,,0.6100680232048035
0.5103555917739868,184,6474,,
,184,6474,0.6281421184539795,
,184,6474,,0.6138396859169006
0.7133846879005432,185,6509,,
,185,6509,0.626785933971405,
,185,6509,,0.605141818523407
0.6605856418609619,186,6544,,
,186,6544,0.6226943731307983,
,186,6544,,0.5996512174606323
0.6490345597267151,187,6579,,
,187,6579,0.6279733180999756,
,187,6579,,0.6103663444519043
0.6727956533432007,188,6614,,
,188,6614,0.6299946308135986,
,188,6614,,0.605216920375824
0.5647108554840088,189,6649,,
,189,6649,0.6329721808433533,
,189,6649,,0.6149597764015198
0.5859904885292053,190,6684,,
,190,6684,0.6261765956878662,
,190,6684,,0.6081039309501648
0.5135023593902588,191,6719,,
,191,6719,0.6179230213165283,
,191,6719,,0.6100620627403259
0.6034720540046692,192,6754,,
,192,6754,0.6347145438194275,
,192,6754,,0.6077032089233398
0.6219521164894104,193,6789,,
,193,6789,0.6345924139022827,
,193,6789,,0.6082375049591064
0.5794698596000671,194,6824,,
,194,6824,0.627082884311676,
,194,6824,,0.5995286703109741
0.543527364730835,195,6859,,
,195,6859,0.6215798258781433,
,195,6859,,0.6078245043754578
0.5849810838699341,196,6894,,
,196,6894,0.6191825270652771,
,196,6894,,0.6021921634674072
0.5778271555900574,197,6929,,
,197,6929,0.6338812112808228,
,197,6929,,0.6069506406784058
0.6042108535766602,198,6964,,
,198,6964,0.6220700740814209,
,198,6964,,0.6039283871650696
0.6092749834060669,199,6999,,
,199,6999,0.6282855868339539,
,199,6999,,0.6160963177680969
0.5215581655502319,200,7034,,
,200,7034,0.6245977878570557,
,200,7034,,0.6070196032524109
0.5409000515937805,201,7069,,
,201,7069,0.6173391342163086,
,201,7069,,0.6103704571723938
0.61722332239151,202,7104,,
,202,7104,0.6317156553268433,
,202,7104,,0.606054961681366
0.657872200012207,203,7139,,
,203,7139,0.6288702487945557,
,203,7139,,0.6137678623199463
0.6046994924545288,204,7174,,
,204,7174,0.6302562355995178,
,204,7174,,0.5994102954864502
0.6026878356933594,205,7209,,
,205,7209,0.6202534437179565,
,205,7209,,0.6034520864486694
0.5850638151168823,206,7244,,
,206,7244,0.613650918006897,
,206,7244,,0.5939969420433044
0.5372714996337891,207,7279,,
,207,7279,0.6112575531005859,
,207,7279,,0.5984468460083008
0.5620752573013306,208,7314,,
,208,7314,0.62603360414505,
,208,7314,,0.6008360385894775
0.7749354243278503,209,7349,,
,209,7349,0.6154561042785645,
,209,7349,,0.5948482751846313
0.6548120379447937,210,7384,,
,210,7384,0.6213358044624329,
,210,7384,,0.6040980219841003
0.5790793895721436,211,7419,,
,211,7419,0.6191526055335999,
,211,7419,,0.5986441969871521
0.6070274710655212,212,7454,,
,212,7454,0.612092912197113,
,212,7454,,0.598777711391449
0.6450280547142029,213,7489,,
,213,7489,0.6295137405395508,
,213,7489,,0.6092003583908081
0.507516086101532,214,7524,,
,214,7524,0.6265091300010681,
,214,7524,,0.6032416820526123
0.6208041906356812,215,7559,,
,215,7559,0.6055865287780762,
,215,7559,,0.5986208319664001
0.7196254134178162,216,7594,,
,216,7594,0.6234543919563293,
,216,7594,,0.5992236137390137
0.5792282223701477,217,7629,,
,217,7629,0.6241129040718079,
,217,7629,,0.6022598147392273
0.5824207663536072,218,7664,,
,218,7664,0.619881808757782,
,218,7664,,0.5968460440635681
0.6020479798316956,219,7699,,
,219,7699,0.6057913899421692,
,219,7699,,0.5889183878898621
0.6196823120117188,220,7734,,
,220,7734,0.6151601076126099,
,220,7734,,0.5991042256355286
0.5561231970787048,221,7769,,
,221,7769,0.618127703666687,
,221,7769,,0.6013762354850769
0.6550635099411011,222,7804,,
,222,7804,0.6196762323379517,
,222,7804,,0.6080130338668823
0.5873579382896423,223,7839,,
,223,7839,0.6137052178382874,
,223,7839,,0.5991522669792175
0.5445178747177124,224,7874,,
,224,7874,0.6125285625457764,
,224,7874,,0.5936474800109863
0.5897359848022461,225,7909,,
,225,7909,0.6036407351493835,
,225,7909,,0.594176173210144
0.5508081316947937,226,7944,,
,226,7944,0.6137664318084717,
,226,7944,,0.5983908176422119
0.59477698802948,227,7979,,
,227,7979,0.6103349924087524,
,227,7979,,0.5900046229362488
0.5874004364013672,228,8014,,
,228,8014,0.6093196272850037,
,228,8014,,0.5960507392883301
0.6421864628791809,229,8049,,
,229,8049,0.6014765501022339,
,229,8049,,0.5998895168304443
0.5618610978126526,230,8084,,
,230,8084,0.5945995450019836,
,230,8084,,0.582951545715332
0.621033251285553,231,8119,,
,231,8119,0.6000293493270874,
,231,8119,,0.5926852226257324
0.5891306400299072,232,8154,,
,232,8154,0.6245009899139404,
,232,8154,,0.5978374481201172
0.6111093759536743,233,8189,,
,233,8189,0.6132311820983887,
,233,8189,,0.5972881317138672
0.520605742931366,234,8224,,
,234,8224,0.5951297283172607,
,234,8224,,0.582330048084259
0.6525598764419556,235,8259,,
,235,8259,0.5994280576705933,
,235,8259,,0.5743247866630554
0.5871474742889404,236,8294,,
,236,8294,0.6135116815567017,
,236,8294,,0.5858278870582581
0.6595913767814636,237,8329,,
,237,8329,0.6209384202957153,
,237,8329,,0.6000022292137146
0.6313808560371399,238,8364,,
,238,8364,0.619707465171814,
,238,8364,,0.584446907043457
0.5315661430358887,239,8399,,
,239,8399,0.6084699034690857,
,239,8399,,0.5832212567329407
0.6362219452857971,240,8434,,
,240,8434,0.6038472056388855,
,240,8434,,0.5890623927116394
0.5526513457298279,241,8469,,
,241,8469,0.6129891276359558,
,241,8469,,0.5905761122703552
0.5234696269035339,242,8504,,
,242,8504,0.5913226008415222,
,242,8504,,0.583565890789032
0.545540988445282,243,8539,,
,243,8539,0.5938171148300171,
,243,8539,,0.5850759148597717
0.5360350012779236,244,8574,,
,244,8574,0.6188288927078247,
,244,8574,,0.5905594229698181
0.5425723791122437,245,8609,,
,245,8609,0.5956992506980896,
,245,8609,,0.5871007442474365
0.623210608959198,246,8644,,
,246,8644,0.617275595664978,
,246,8644,,0.5863434672355652
0.6379517912864685,247,8679,,
,247,8679,0.5982218384742737,
,247,8679,,0.5946341156959534
0.5245093107223511,248,8714,,
,248,8714,0.6048106551170349,
,248,8714,,0.5894636511802673
0.5397700071334839,249,8749,,
,249,8749,0.5903652906417847,
,249,8749,,0.5864325761795044
0.719608724117279,250,8784,,
,250,8784,0.5895300507545471,
,250,8784,,0.5815988183021545
0.5316314697265625,251,8819,,
,251,8819,0.6091570854187012,
,251,8819,,0.5754947662353516
0.5955225825309753,252,8854,,
,252,8854,0.5938963890075684,
,252,8854,,0.5907114148139954
0.5817052721977234,253,8889,,
,253,8889,0.6033585071563721,
,253,8889,,0.5760378241539001
0.5010772347450256,254,8924,,
,254,8924,0.6029402017593384,
,254,8924,,0.5914069414138794
0.5706026554107666,255,8959,,
,255,8959,0.5925161838531494,
,255,8959,,0.575945258140564
0.591933012008667,256,8994,,
,256,8994,0.585059404373169,
,256,8994,,0.5688534379005432
0.6010408997535706,257,9029,,
,257,9029,0.6089839935302734,
,257,9029,,0.5742667317390442
0.6560545563697815,258,9064,,
,258,9064,0.6030619144439697,
,258,9064,,0.5753605961799622
0.5391293168067932,259,9099,,
,259,9099,0.5980490446090698,
,259,9099,,0.5763756632804871
0.5094003677368164,260,9134,,
,260,9134,0.5881142020225525,
,260,9134,,0.5743799209594727
0.5953933596611023,261,9169,,
,261,9169,0.5732958912849426,
,261,9169,,0.5731931924819946
0.5993264317512512,262,9204,,
,262,9204,0.5850369334220886,
,262,9204,,0.570963978767395
0.5074625611305237,263,9239,,
,263,9239,0.5939130783081055,
,263,9239,,0.5662441849708557
0.6805970072746277,264,9274,,
,264,9274,0.6088091135025024,
,264,9274,,0.5695043206214905
0.5801010727882385,265,9309,,
,265,9309,0.5973032712936401,
,265,9309,,0.578318178653717
0.661341667175293,266,9344,,
,266,9344,0.6092036962509155,
,266,9344,,0.5671713352203369
0.5604901909828186,267,9379,,
,267,9379,0.5885734558105469,
,267,9379,,0.569376528263092
0.4864077866077423,268,9414,,
,268,9414,0.5679420828819275,
,268,9414,,0.565425455570221
0.5700401663780212,269,9449,,
,269,9449,0.5707834362983704,
,269,9449,,0.5675676465034485
0.534835696220398,270,9484,,
,270,9484,0.5797989964485168,
,270,9484,,0.5673977136611938
0.574989914894104,271,9519,,
,271,9519,0.5621089935302734,
,271,9519,,0.570054292678833
0.5364359617233276,272,9554,,
,272,9554,0.5754921436309814,
,272,9554,,0.5647001266479492
0.6356304287910461,273,9589,,
,273,9589,0.5798551440238953,
,273,9589,,0.5840091705322266
0.5668524503707886,274,9624,,
,274,9624,0.5729232430458069,
,274,9624,,0.5757248401641846
0.5801870226860046,275,9659,,
,275,9659,0.6025555729866028,
,275,9659,,0.5665687322616577
0.5774824619293213,276,9694,,
,276,9694,0.5521606206893921,
,276,9694,,0.5584943890571594
0.4848376512527466,277,9729,,
,277,9729,0.5672296285629272,
,277,9729,,0.560617208480835
0.4936407208442688,278,9764,,
,278,9764,0.5754807591438293,
,278,9764,,0.5651875138282776
0.594235897064209,279,9799,,
,279,9799,0.5678032636642456,
,279,9799,,0.5561694502830505
0.6165481209754944,280,9834,,
,280,9834,0.5845771431922913,
,280,9834,,0.5629518032073975
0.46152639389038086,281,9869,,
,281,9869,0.5421666502952576,
,281,9869,,0.5492171049118042
0.5394513607025146,282,9904,,
,282,9904,0.5594274401664734,
,282,9904,,0.5571412444114685
0.5418813228607178,283,9939,,
,283,9939,0.558594822883606,
,283,9939,,0.5578826069831848
0.49107715487480164,284,9974,,
,284,9974,0.6078268885612488,
,284,9974,,0.5651177763938904
0.536370038986206,285,10009,,
,285,10009,0.5653027892112732,
,285,10009,,0.5754078030586243
0.5361189842224121,286,10044,,
,286,10044,0.5653052926063538,
,286,10044,,0.5673568248748779
0.45700162649154663,287,10079,,
,287,10079,0.5569605231285095,
,287,10079,,0.5581210255622864
0.5353909730911255,288,10114,,
,288,10114,0.5483038425445557,
,288,10114,,0.5505115389823914
0.4729170799255371,289,10149,,
,289,10149,0.5444924831390381,
,289,10149,,0.5614805221557617
0.587069571018219,290,10184,,
,290,10184,0.5752646923065186,
,290,10184,,0.552555501461029
0.6324793696403503,291,10219,,
,291,10219,0.542896568775177,
,291,10219,,0.5501051545143127
0.45986422896385193,292,10254,,
,292,10254,0.5325149297714233,
,292,10254,,0.5396990180015564
0.811042070388794,293,10289,,
,293,10289,0.5550304651260376,
,293,10289,,0.5481228232383728
0.7393825054168701,294,10324,,
