train_loss_step,epoch,step,validation_loss,train_loss_epoch
1.3184374570846558,0,34,,
,0,34,0.9713981747627258,
,0,34,,6.915770530700684
1.009366750717163,1,69,,
,1,69,0.7051579356193542,
,1,69,,1.072566270828247
0.7837072014808655,2,104,,
,2,104,0.705376386642456,
,2,104,,0.8429361581802368
0.8329213261604309,3,139,,
,3,139,0.6754860877990723,
,3,139,,0.7818554043769836
0.782220184803009,4,174,,
,4,174,0.6758519411087036,
,4,174,,0.7248936295509338
0.8043020367622375,5,209,,
,5,209,0.6760761737823486,
,5,209,,0.7108578681945801
0.7151094675064087,6,244,,
,6,244,0.6735256910324097,
,6,244,,0.7102146744728088
0.6694186329841614,7,279,,
,7,279,0.6918773055076599,
,7,279,,0.7095003724098206
0.6739760041236877,8,314,,
,8,314,0.6753553748130798,
,8,314,,0.6843708753585815
0.5573848485946655,9,349,,
,9,349,0.6717227697372437,
,9,349,,0.6834646463394165
0.6741748452186584,10,384,,
,10,384,0.6743215918540955,
,10,384,,0.6845577955245972
0.6645985245704651,11,419,,
,11,419,0.6762864589691162,
,11,419,,0.6856288909912109
0.6851829290390015,12,454,,
,12,454,0.6738501191139221,
,12,454,,0.6765504479408264
0.6282559633255005,13,489,,
,13,489,0.6714141964912415,
,13,489,,0.6835715174674988
0.6249634623527527,14,524,,
,14,524,0.6704123020172119,
,14,524,,0.6760837435722351
0.6439547538757324,15,559,,
,15,559,0.6716680526733398,
,15,559,,0.6739048361778259
0.6946387887001038,16,594,,
,16,594,0.6751891374588013,
,16,594,,0.6752893924713135
0.6899917125701904,17,629,,
,17,629,0.6697064638137817,
,17,629,,0.6745924353599548
0.673392117023468,18,664,,
,18,664,0.6699724197387695,
,18,664,,0.6692526340484619
0.6745095252990723,19,699,,
,19,699,0.6710678935050964,
,19,699,,0.6706989407539368
0.6465861797332764,20,734,,
,20,734,0.6766709089279175,
,20,734,,0.6694089770317078
0.6543040871620178,21,769,,
,21,769,0.676247775554657,
,21,769,,0.6711871027946472
0.616784930229187,22,804,,
,22,804,0.6715736389160156,
,22,804,,0.6655382513999939
0.678688645362854,23,839,,
,23,839,0.6725026369094849,
,23,839,,0.6680412292480469
0.6875976920127869,24,874,,
,24,874,0.669928252696991,
,24,874,,0.6710389852523804
0.659814715385437,25,909,,
,25,909,0.6845797300338745,
,25,909,,0.6633995175361633
0.6223730444908142,26,944,,
,26,944,0.6673793792724609,
,26,944,,0.6695244312286377
0.7434746623039246,27,979,,
,27,979,0.6709153056144714,
,27,979,,0.6696466207504272
0.7427563071250916,28,1014,,
,28,1014,0.6677284240722656,
,28,1014,,0.664122998714447
0.6171547770500183,29,1049,,
,29,1049,0.668603241443634,
,29,1049,,0.66587233543396
0.5794450640678406,30,1084,,
,30,1084,0.6661107540130615,
,30,1084,,0.6658304333686829
0.6329870223999023,31,1119,,
,31,1119,0.6683937907218933,
,31,1119,,0.6627835631370544
0.6634891629219055,32,1154,,
,32,1154,0.6671653389930725,
,32,1154,,0.6643216609954834
0.6798564791679382,33,1189,,
,33,1189,0.6728827357292175,
,33,1189,,0.6681614518165588
0.6368376612663269,34,1224,,
,34,1224,0.6669895648956299,
,34,1224,,0.6620923280715942
0.636539876461029,35,1259,,
,35,1259,0.6688128709793091,
,35,1259,,0.6602729558944702
0.6750630140304565,36,1294,,
,36,1294,0.6737720370292664,
,36,1294,,0.6631901264190674
0.6929084658622742,37,1329,,
,37,1329,0.6661637425422668,
,37,1329,,0.658312201499939
0.7120946049690247,38,1364,,
,38,1364,0.6694914698600769,
,38,1364,,0.6611888408660889
0.656348466873169,39,1399,,
,39,1399,0.6733958721160889,
,39,1399,,0.6606863141059875
0.7335232496261597,40,1434,,
,40,1434,0.6665895581245422,
,40,1434,,0.6584210395812988
0.6786274313926697,41,1469,,
,41,1469,0.6661650538444519,
,41,1469,,0.6644830703735352
0.6411029696464539,42,1504,,
,42,1504,0.659091591835022,
,42,1504,,0.6589319109916687
0.6542383432388306,43,1539,,
,43,1539,0.6685400009155273,
,43,1539,,0.6613265872001648
0.6690115928649902,44,1574,,
,44,1574,0.6653404831886292,
,44,1574,,0.6564668416976929
0.6643287539482117,45,1609,,
,45,1609,0.6677855253219604,
,45,1609,,0.6548563241958618
0.6301360726356506,46,1644,,
,46,1644,0.6624278426170349,
,46,1644,,0.6572969555854797
0.6281461715698242,47,1679,,
,47,1679,0.6620687246322632,
,47,1679,,0.6605846881866455
0.6683149933815002,48,1714,,
,48,1714,0.6655399203300476,
,48,1714,,0.6512961387634277
0.6931148767471313,49,1749,,
