val_loss,val_acc,epoch,step,test_loss,test_acc
0.16020448505878448,0.9526000022888184,0,214,,
0.09305012226104736,0.972000002861023,1,429,,
0.06868718564510345,0.9769999980926514,2,644,,
0.05768003687262535,0.9819999933242798,3,859,,
0.04837148264050484,0.98580002784729,4,1074,,
0.045389991253614426,0.9865999817848206,5,1289,,
0.040175728499889374,0.9879999756813049,6,1504,,
0.03693798556923866,0.9886000156402588,7,1719,,
0.03433096036314964,0.9905999898910522,8,1934,,
0.03309902921319008,0.989799976348877,9,2149,,
0.03126777708530426,0.9905999898910522,10,2364,,
0.029867902398109436,0.9914000034332275,11,2579,,
0.028247559443116188,0.9918000102043152,12,2794,,
0.02844051457941532,0.9904000163078308,13,3009,,
0.02801968902349472,0.9914000034332275,14,3224,,
0.026305167004466057,0.9919999837875366,15,3439,,
0.027286725118756294,0.9922000169754028,16,3654,,
0.02556069754064083,0.9922000169754028,17,3869,,
0.025891263037919998,0.9937999844551086,18,4084,,
0.02506580576300621,0.993399977684021,19,4299,,
,,19,4300,0.01851700246334076,0.9933000206947327
