val_loss,val_acc,epoch,step,test_loss,test_acc
0.18240556120872498,0.9459999799728394,0,214,,
0.10007147490978241,0.968999981880188,1,429,,
0.06946679204702377,0.9778000116348267,2,644,,
0.058076851069927216,0.9814000129699707,3,859,,
0.04736046493053436,0.9850000143051147,4,1074,,
0.04235680028796196,0.9850000143051147,5,1289,,
0.04119468107819557,0.9868000149726868,6,1504,,
0.03670911118388176,0.9873999953269958,7,1719,,
0.03518650680780411,0.9882000088691711,8,1934,,
0.03315877914428711,0.9896000027656555,9,2149,,
0.028852373361587524,0.9891999959945679,10,2364,,
0.028164086863398552,0.9900000095367432,11,2579,,
0.029286712408065796,0.9904000163078308,12,2794,,
0.02780344896018505,0.9896000027656555,13,3009,,
0.026714162901043892,0.9905999898910522,14,3224,,
0.026884328573942184,0.9909999966621399,15,3439,,
0.0249241404235363,0.9909999966621399,16,3654,,
0.025503458455204964,0.9908000230789185,17,3869,,
0.02420765534043312,0.9914000034332275,18,4084,,
0.023862918838858604,0.9914000034332275,19,4299,,
,,19,4300,0.019831722602248192,0.9941999912261963
