val_loss,val_acc,epoch,step,test_loss,test_acc
0.437084436416626,0.8844000101089478,0,214,,
0.3134312629699707,0.9093999862670898,1,429,,
0.26780301332473755,0.9214000105857849,2,644,,
0.23810331523418427,0.9296000003814697,3,859,,
0.2139241248369217,0.9358000159263611,4,1074,,
0.19594602286815643,0.9405999779701233,5,1289,,
0.18292959034442902,0.9441999793052673,6,1504,,
0.1720525324344635,0.9485999941825867,7,1719,,
0.1615690290927887,0.9509999752044678,8,1934,,
0.15535135567188263,0.9516000151634216,9,2149,,
0.1479194015264511,0.9549999833106995,10,2364,,
0.14248372614383698,0.9563999772071838,11,2579,,
0.13621166348457336,0.9592000246047974,12,2794,,
0.13068491220474243,0.9603999853134155,13,3009,,
0.12926211953163147,0.9613999724388123,14,3224,,
0.1229463517665863,0.9624000191688538,15,3439,,
0.12080954760313034,0.9635999798774719,16,3654,,
0.11754526197910309,0.9638000130653381,17,3869,,
0.11445342749357224,0.9652000069618225,18,4084,,
0.11078496277332306,0.9666000008583069,19,4299,,
,,19,4300,0.10063564032316208,0.9681000113487244
