val_loss,val_acc,epoch,step,test_loss,test_acc
0.17983171343803406,0.9453999996185303,0,214,,
0.10724371671676636,0.9684000015258789,1,429,,
0.08254784345626831,0.974399983882904,2,644,,
0.06532343477010727,0.9793999791145325,3,859,,
0.05675568804144859,0.9825999736785889,4,1074,,
0.048647843301296234,0.984000027179718,5,1289,,
0.04745403304696083,0.9847999811172485,6,1504,,
0.04238564521074295,0.9860000014305115,7,1719,,
0.03736118599772453,0.9879999756813049,8,1934,,
0.036717381328344345,0.9873999953269958,9,2149,,
0.034725695848464966,0.9887999892234802,10,2364,,
0.03206218406558037,0.989799976348877,11,2579,,
0.033073604106903076,0.9896000027656555,12,2794,,
0.03210543468594551,0.9900000095367432,13,3009,,
0.030566608533263206,0.9901999831199646,14,3224,,
0.031012462452054024,0.9901999831199646,15,3439,,
0.029570406302809715,0.9909999966621399,16,3654,,
0.028495678678154945,0.9911999702453613,17,3869,,
0.027477174997329712,0.9909999966621399,18,4084,,
0.027002673596143723,0.991599977016449,19,4299,,
,,19,4300,0.01843511313199997,0.9950000047683716
