train_loss_step,epoch,step,validation_loss,train_loss_epoch
0.6264131665229797,52,1854,,
,52,1854,0.662119448184967,
,52,1854,,0.6600451469421387
0.637690007686615,53,1889,,
,53,1889,0.6766016483306885,
,53,1889,,0.6528490781784058
0.6630533933639526,54,1924,,
,54,1924,0.666702389717102,
,54,1924,,0.6580760478973389
0.6311120986938477,55,1959,,
,55,1959,0.6686273813247681,
,55,1959,,0.6572124361991882
0.6280955076217651,56,1994,,
,56,1994,0.6760721206665039,
,56,1994,,0.6565601825714111
0.6804975867271423,57,2029,,
,57,2029,0.666796088218689,
,57,2029,,0.6507110595703125
0.6143312454223633,58,2064,,
,58,2064,0.6757245063781738,
,58,2064,,0.6571003794670105
0.6377465128898621,59,2099,,
,59,2099,0.6675825119018555,
,59,2099,,0.6531520485877991
0.6664903163909912,60,2134,,
,60,2134,0.6664223670959473,
,60,2134,,0.653009831905365
0.6884735226631165,61,2169,,
,61,2169,0.6666054129600525,
,61,2169,,0.6461420059204102
0.6599111557006836,62,2204,,
,62,2204,0.6683226823806763,
,62,2204,,0.6504539847373962
0.6763058304786682,63,2239,,
,63,2239,0.666455090045929,
,63,2239,,0.6547897458076477
0.6809641122817993,64,2274,,
,64,2274,0.6662235856056213,
,64,2274,,0.6517766118049622
0.7238876819610596,65,2309,,
,65,2309,0.67718505859375,
,65,2309,,0.6496860384941101
0.6618092060089111,66,2344,,
,66,2344,0.6747077107429504,
,66,2344,,0.6505576968193054
0.580197274684906,67,2379,,
,67,2379,0.6741088032722473,
,67,2379,,0.6498576998710632
0.6188202500343323,68,2414,,
,68,2414,0.6754327416419983,
,68,2414,,0.6500604748725891
0.6613019108772278,69,2449,,
,69,2449,0.6789678335189819,
,69,2449,,0.6509814262390137
0.6960383057594299,70,2484,,
,70,2484,0.6672280430793762,
,70,2484,,0.6480915546417236
0.6500988006591797,71,2519,,
,71,2519,0.6665636301040649,
,71,2519,,0.6477693319320679
0.6740981340408325,72,2554,,
,72,2554,0.6673920154571533,
,72,2554,,0.6487077474594116
0.6474262475967407,73,2589,,
,73,2589,0.6627038717269897,
,73,2589,,0.6500264406204224
0.6320017576217651,74,2624,,
,74,2624,0.6681470274925232,
,74,2624,,0.6472554802894592
0.6762629151344299,75,2659,,
,75,2659,0.6687372326850891,
,75,2659,,0.6455624103546143
0.6585816144943237,76,2694,,
,76,2694,0.6651085615158081,
,76,2694,,0.6497374176979065
0.6658170819282532,77,2729,,
,77,2729,0.6705995798110962,
,77,2729,,0.6457524299621582
0.6452111601829529,78,2764,,
,78,2764,0.6701220273971558,
,78,2764,,0.6439277529716492
0.6440289616584778,79,2799,,
,79,2799,0.6572663187980652,
,79,2799,,0.6442793607711792
0.6864210367202759,80,2834,,
,80,2834,0.6617657542228699,
,80,2834,,0.642999529838562
0.692947268486023,81,2869,,
,81,2869,0.6626894474029541,
,81,2869,,0.648499071598053
0.6291387677192688,82,2904,,
,82,2904,0.6662647724151611,
,82,2904,,0.6496148705482483
0.7188637256622314,83,2939,,
,83,2939,0.6780548691749573,
,83,2939,,0.6445674896240234
0.6426321864128113,84,2974,,
,84,2974,0.6649430990219116,
,84,2974,,0.6476247310638428
0.6751591563224792,85,3009,,
,85,3009,0.666758120059967,
,85,3009,,0.6433237791061401
0.6888197064399719,86,3044,,
,86,3044,0.6719897389411926,
,86,3044,,0.6494322419166565
0.6693722605705261,87,3079,,
,87,3079,0.658786416053772,
,87,3079,,0.6491639018058777
0.6630984544754028,88,3114,,
,88,3114,0.6618036031723022,
,88,3114,,0.6450397372245789
0.6079561710357666,89,3149,,
,89,3149,0.6600882411003113,
,89,3149,,0.6426204442977905
0.5950152277946472,90,3184,,
,90,3184,0.6656575798988342,
,90,3184,,0.6399080753326416
0.655307412147522,91,3219,,
,91,3219,0.6710649132728577,
,91,3219,,0.6424748301506042
0.6979185342788696,92,3254,,
,92,3254,0.6631176471710205,
,92,3254,,0.6397168636322021
0.6036719083786011,93,3289,,
,93,3289,0.6612468361854553,
,93,3289,,0.6387939453125
0.6157773733139038,94,3324,,
,94,3324,0.6759969592094421,
,94,3324,,0.649979829788208
0.684077799320221,95,3359,,
,95,3359,0.659723699092865,
,95,3359,,0.6501694917678833
0.6295291781425476,96,3394,,
,96,3394,0.6582544445991516,
,96,3394,,0.6460022330284119
0.6842414736747742,97,3429,,
,97,3429,0.6630337834358215,
,97,3429,,0.645998477935791
0.7176944613456726,98,3464,,
,98,3464,0.6700056195259094,
,98,3464,,0.6459488868713379
0.6292086839675903,99,3499,,
,99,3499,0.6607164144515991,
,99,3499,,0.6453518271446228
