zpid,price,latitude,longitude,beds,baths,area
29818855,612500.0,40.85465,-73.858775,5.0,3.0,2506.0
29818877,580000.0,40.855654,-73.859317,3.0,3.0,2146.0
29818975,465000.0,40.858327,-73.868737,3.0,2.0,1900.0
29819248,748413.0,40.858706,-73.864967,6.0,3.0,3120.0
29819275,372000.0,40.860944,-73.865292,4.0,2.0,1857.0
29819280,550000.0,40.861075,-73.864892,3.0,2.0,2164.0
29819320,585000.0,40.860417,-73.863417,3.0,3.0,1692.0
29819331,492000.0,40.860854,-73.863037,3.0,2.0,1450.0
29819405,470000.0,40.860909,-73.856876,3.0,2.0,1530.0
29819407,575000.0,40.860906,-73.856696,5.0,3.0,2320.0
29819470,696000.0,40.859142,-73.853379,3.0,3.0,1980.0
29819471,619000.0,40.859044,-73.853382,3.0,3.0,1884.0
29819488,528000.0,40.860689,-73.855594,3.0,2.0,1726.0
29819572,565000.0,40.859106,-73.851867,4.0,3.0,2037.0
29819622,680000.0,40.860236,-73.852408,3.0,3.0,2319.0
29819640,549000.0,40.860809,-73.85149,3.0,2.0,1613.0
29819774,740000.0,40.86011,-73.848056,4.0,3.0,1300.0
29819802,735000.0,40.859541,-73.846851,5.0,3.0,2350.0
29819815,660000.0,40.859061,-73.846147,3.0,3.0,1980.0
29819852,627500.0,40.860003,-73.846789,3.0,3.0,2052.0
29819867,595000.0,40.86055,-73.846686,3.0,3.0,1504.0
29819878,730000.0,40.860339,-73.8461,4.0,3.0,2577.0
29819918,550000.0,40.860447,-73.845175,3.0,2.0,1782.0
29819924,635000.0,40.858622,-73.844041,3.0,3.0,2018.0
29819955,560000.0,40.858442,-73.84285,4.0,3.0,2290.0
29819964,750000.0,40.859232,-73.842584,4.0,3.0,2620.0
29819975,588000.0,40.858386,-73.842197,3.0,2.0,2194.0
29819984,650000.0,40.858586,-73.841593,4.0,3.0,1957.0
29820012,500000.0,40.8599,-73.843423,5.0,2.0,2605.0
29820015,585000.0,40.860643,-73.842802,3.0,3.0,2178.0
29820038,595000.0,40.86031,-73.841545,3.0,3.0,2071.0
29820053,540000.0,40.85988,-73.841212,3.0,1.5,2109.0
29820056,490000.0,40.859667,-73.841218,3.0,2.0,1365.0
29820069,620000.0,40.858856,-73.840634,3.0,2.0,1440.0
29820127,485000.0,40.860018,-73.840619,3.0,2.0,1672.0
29820138,700000.0,40.860354,-73.840244,3.0,3.0,1786.0
29820157,535000.0,40.860644,-73.839293,2.0,3.0,1824.0
29820195,920000.0,40.858787,-73.837381,5.0,4.0,3100.0
29820197,730000.0,40.858001,-73.837481,4.0,3.0,2658.0
29820207,900000.0,40.858349,-73.836919,4.0,4.0,3000.0
29820235,710000.0,40.859299,-73.837555,4.0,3.0,1680.0
29820251,600000.0,40.860652,-73.837779,3.0,1.5,1912.0
29820260,700000.0,40.859647,-73.837449,4.0,2.0,2180.0
29820298,470000.0,40.86047,-73.835542,4.0,3.0,1644.0
29820324,570000.0,40.859432,-73.835002,3.0,3.0,1224.0
29820325,575000.0,40.8595,-73.835,3.0,3.0,1836.0
29820357,580000.0,40.859716,-73.833693,3.0,2.0,1612.0
29820363,470000.0,40.859278,-73.833705,3.0,2.0,1612.0
29820403,365000.0,40.859835,-73.830998,3.0,4.0,2300.0
29820771,631452.0,40.863495,-73.859966,3.0,2.0,1928.0
29820775,510000.0,40.863859,-73.860326,3.0,2.0,1813.0
29820804,445000.0,40.863729,-73.859013,4.0,3.0,1750.0
29820838,365000.0,40.862475,-73.857456,4.0,2.0,1860.0
29820862,396900.0,40.864071,-73.858328,3.0,2.0,1908.0
29820950,639000.0,40.864442,-73.856537,3.0,3.0,1500.0
29821007,435000.0,40.862743,-73.855143,3.0,2.0,1738.0
29821019,530000.0,40.862727,-73.855003,4.0,3.0,1738.0
29821127,565000.0,40.864948,-73.85544,4.0,2.0,1943.0
29821192,489000.0,40.865179,-73.85409,3.0,2.0,1180.0
29821258,480000.0,40.863323,-73.853225,2.0,2.0,1564.0
29821269,489000.0,40.861554,-73.851769,3.0,2.0,1941.0
29821304,610000.0,40.861686,-73.851784,4.0,4.0,2100.0
29821336,570000.0,40.861495,-73.850486,3.0,3.0,1377.0
29821376,375000.0,40.864579,-73.85226,4.0,2.0,1478.0
29821381,485000.0,40.864107,-73.852282,3.0,2.0,1584.0
29821520,426000.0,40.861834,-73.848891,3.0,2.0,1171.0
29821527,563653.0,40.862509,-73.848831,3.0,1.5,1665.0
29821580,571650.0,40.862479,-73.847563,4.0,2.0,1813.0
29821652,440000.0,40.864159,-73.848821,3.0,2.0,1890.0
29821737,730000.0,40.863571,-73.84753,5.0,3.0,1809.0
29821742,565000.0,40.861202,-73.84657,3.0,2.0,1235.0
29821756,595000.0,40.862004,-73.846996,3.0,2.0,1760.0
29821777,584900.0,40.861556,-73.846651,2.0,2.0,1544.0
29821806,575000.0,40.861843,-73.845701,3.0,3.0,1810.0
29821810,530000.0,40.86157,-73.84571,3.0,2.0,1620.0
29821822,532500.0,40.861556,-73.84513,3.0,3.0,1393.0
29821825,690000.0,40.861934,-73.845118,3.0,3.0,1200.0
29821849,460000.0,40.861462,-73.844771,2.0,2.0,1620.0
29821867,480000.0,40.865031,-73.846537,3.0,3.0,1665.0
29821887,489000.0,40.863061,-73.84588,3.0,2.0,1460.0
29821898,500000.0,40.863682,-73.846006,3.0,2.0,1148.0
29821926,545000.0,40.864085,-73.845611,3.0,2.0,1188.0
29821952,581000.0,40.863777,-73.845065,3.0,2.0,2250.0
29821957,470000.0,40.863418,-73.845369,4.0,3.0,2412.0
29821971,333099.0,40.864586,-73.844673,3.0,3.0,1260.0
29821995,430000.0,40.861506,-73.844197,2.0,2.0,1080.0
29822023,685000.0,40.861073,-73.842927,3.0,4.0,2520.0
29822032,1100000.0,40.862499,-73.842199,3.0,2.5,1368.0
29822047,640000.0,40.861105,-73.84152,3.0,2.0,1452.0
29822110,580000.0,40.864566,-73.843725,3.0,2.0,2178.0
29822117,490000.0,40.864097,-73.84374,4.0,2.0,1782.0
29822193,450000.0,40.864545,-73.842685,2.0,2.0,1048.0
29822223,415000.0,40.864733,-73.841982,2.0,2.0,1048.0
29822226,450000.0,40.864546,-73.841948,2.0,2.0,1048.0
29822271,555000.0,40.864666,-73.841048,3.0,2.0,1360.0
29822273,555000.0,40.864541,-73.841025,3.0,3.0,1660.0
29822278,470000.0,40.864223,-73.841062,3.0,2.0,1360.0
29822295,650000.0,40.861198,-73.8406,4.0,3.0,2290.0
29822306,571000.0,40.862441,-73.840541,3.0,3.0,2110.0
29822316,625000.0,40.861826,-73.840202,4.0,2.0,2693.0
29822351,607000.0,40.861591,-73.83927,3.0,2.0,1942.0
29822361,553000.0,40.86108,-73.838755,3.0,2.0,2160.0
29822365,629000.0,40.861371,-73.838702,4.0,3.0,1944.0
29822371,425000.0,40.861855,-73.838686,3.0,1.5,1011.0
29822381,725000.0,40.862239,-73.838322,4.0,3.0,2226.0
29822383,485000.0,40.861978,-73.838317,3.0,2.0,1240.0
29822390,560000.0,40.861432,-73.838334,3.0,2.0,1300.0
29822400,515000.0,40.863031,-73.840524,3.0,2.0,1400.0
29822403,478300.0,40.863197,-73.840519,3.0,3.0,1400.0
29822410,505000.0,40.863575,-73.840496,3.0,3.0,1400.0
29822465,520000.0,40.863189,-73.84016,3.0,2.0,1400.0
29822468,485000.0,40.86303,-73.840136,4.0,2.0,1400.0
29822491,430000.0,40.864479,-73.839531,2.0,2.0,1549.0
29822494,590000.0,40.864682,-73.839524,3.0,3.0,1680.0
29822519,125000.0,40.862903,-73.838414,4.0,2.5,1890.0
29822535,551000.0,40.864347,-73.838602,2.0,2.0,1680.0
29822546,564000.0,40.86449,-73.83821,3.0,2.0,1946.0
29822553,577500.0,40.863882,-73.838253,4.0,2.0,1890.0
29822567,547000.0,40.861032,-73.837271,3.0,3.0,1728.0
29822574,570000.0,40.86115,-73.837756,3.0,3.0,1728.0
29822598,510000.0,40.862931,-73.837706,3.0,2.0,1944.0
29822610,530000.0,40.863765,-73.837679,3.0,2.0,1944.0
29822611,473800.0,40.863833,-73.837677,3.0,3.0,1944.0
29822773,479000.0,40.866756,-73.865648,2.0,2.0,1524.0
29822954,445000.0,40.866228,-73.859302,3.0,2.0,1152.0
29822982,430000.0,40.866369,-73.858931,4.0,2.0,1863.0
29823030,525000.0,40.866576,-73.857977,3.0,2.0,1690.0
29823034,550000.0,40.866204,-73.857421,3.0,1.5,2034.0
29823044,487500.0,40.867293,-73.857387,3.0,2.0,1250.0
29823074,332390.0,40.866229,-73.856478,4.0,3.0,1876.0
29823106,525000.0,40.865823,-73.856128,3.0,3.0,2018.0
29823122,610000.0,40.866427,-73.855395,3.0,3.0,2100.0
29823164,406000.0,40.86648,-73.854442,3.0,3.0,1176.0
29823201,460000.0,40.865856,-73.854105,2.0,2.0,1800.0
29823285,485000.0,40.866847,-73.852177,3.0,2.0,1980.0
29823311,549000.0,40.865614,-73.851652,3.0,3.0,1762.0
29823312,470000.0,40.865669,-73.851649,3.0,3.0,1762.0
29823335,500000.0,40.867353,-73.851594,3.0,2.0,1974.0
29823352,510000.0,40.866488,-73.851263,5.0,3.0,1914.0
29823357,474300.0,40.86617,-73.851268,3.0,2.0,1625.0
29823392,480000.0,40.866898,-73.849359,3.0,2.0,1620.0
29823394,410000.0,40.86689,-73.84973,2.0,2.0,1485.0
29823462,510000.0,40.866271,-73.846867,3.0,2.0,1548.0
29823579,420000.0,40.8672,-73.844586,2.0,2.0,1408.0
29823604,446500.0,40.865464,-73.843813,3.0,3.0,2070.0
29823656,550000.0,40.865639,-73.843664,3.0,3.0,1813.0
29823662,487000.0,40.866022,-73.843019,3.0,2.0,1705.0
29823762,550000.0,40.865977,-73.840427,6.0,2.0,2200.0
29823804,475000.0,40.866027,-73.83912,2.0,2.0,1163.0
29823812,520000.0,40.866295,-73.839119,3.0,2.0,1296.0
29823831,550000.0,40.870633,-73.869588,5.0,2.0,1750.0
29823922,338192.0,40.869098,-73.865999,2.0,1.5,1362.0
29823924,435000.0,40.869276,-73.866072,3.0,2.0,1328.0
29823933,410000.0,40.869082,-73.865645,3.0,3.0,1024.0
29824019,470000.0,40.868765,-73.861809,3.0,3.0,1701.0
29824078,420000.0,40.869291,-73.858979,3.0,3.0,1849.0
29824147,535000.0,40.868689,-73.856402,3.0,3.0,1683.0
29824162,490000.0,40.869247,-73.856018,3.0,2.0,1100.0
29824222,485000.0,40.867987,-73.854488,3.0,3.0,1920.0
29824358,553000.0,40.869163,-73.851497,3.0,2.0,1728.0
29824423,600000.0,40.867142,-73.848842,4.0,4.0,2020.0
29824485,430000.0,40.868157,-73.847024,3.0,3.0,1536.0
29824497,405000.0,40.867685,-73.847385,2.0,2.0,1536.0
29824543,475000.0,40.868663,-73.845478,3.0,3.0,1368.0
29824727,505000.0,40.870774,-73.862696,3.0,3.0,1566.0
29824729,435000.0,40.870567,-73.862698,3.0,3.0,1566.0
29824815,485000.0,40.870163,-73.860117,3.0,3.0,1296.0
29824884,449000.0,40.870031,-73.859261,3.0,3.0,1528.0
29824891,245000.0,40.869797,-73.85838,3.0,2.0,2500.0
29824913,365000.0,40.870532,-73.857859,2.0,2.0,1552.0
29824949,278850.0,40.869923,-73.856001,3.0,2.0,960.0
29824950,480000.0,40.869851,-73.856003,4.0,3.0,2520.0
29824976,515000.0,40.870948,-73.855124,3.0,3.0,1576.0
29824986,499000.0,40.870574,-73.854883,3.0,3.0,1433.0
29825075,434000.0,40.869701,-73.849731,3.0,2.0,1470.0
29825166,405000.0,40.872006,-73.870064,3.0,3.0,1150.0
29825195,527500.0,40.872845,-73.869015,6.0,2.0,2178.0
29825213,499000.0,40.872421,-73.868998,3.0,2.0,1575.0
29825276,515000.0,40.872437,-73.864842,5.0,3.0,3391.0
29825365,510000.0,40.873687,-73.863389,3.0,3.0,1224.0
29825467,468000.0,40.872785,-73.861005,3.0,3.0,1800.0
29825512,455000.0,40.872605,-73.859669,3.0,2.0,2008.0
29825552,518340.0,40.871802,-73.858757,4.0,3.5,1800.0
29825612,440000.0,40.872689,-73.857294,4.0,3.0,1582.0
29825667,460000.0,40.871566,-73.85391,5.0,2.0,2750.0
29825739,399000.0,40.871365,-73.851474,3.0,3.0,1530.0
29825745,380000.0,40.871643,-73.851465,3.0,2.0,1530.0
29825765,422500.0,40.871346,-73.851107,3.0,2.0,1402.0
29825915,510000.0,40.874375,-73.865577,3.0,2.0,1925.0
29825929,675000.0,40.874284,-73.86485,6.0,2.0,2068.0
29825973,410000.0,40.873295,-73.859644,3.0,2.0,1620.0
29826030,499500.0,40.873773,-73.860575,3.0,2.0,1727.0
29826138,460000.0,40.873706,-73.857182,3.0,3.0,1836.0
29826145,345000.0,40.874028,-73.856852,3.0,3.0,2656.0
29826146,385000.0,40.873838,-73.856808,3.0,3.0,2500.0
29826149,430000.0,40.873634,-73.856815,2.0,3.0,1280.0
29826176,660000.0,40.879606,-73.867667,4.0,3.5,2640.0
29826344,435000.0,40.882534,-73.865647,3.0,4.0,1577.0
29826429,395460.0,40.88524,-73.86556,4.0,3.0,1638.0
29826506,495000.0,40.885828,-73.862902,4.0,3.0,2300.0
29826644,550000.0,40.878582,-73.862385,6.0,2.0,2838.0
29826655,430000.0,40.880261,-73.864315,2.0,2.0,1880.0
29826686,625000.0,40.879548,-73.861767,4.0,2.0,1444.0
29826725,353379.0,40.881149,-73.861067,3.0,3.0,1744.0
29826728,489999.0,40.880993,-73.861135,4.0,3.0,1744.0
29826741,530000.0,40.881279,-73.862634,4.0,2.0,1828.0
29826824,319410.0,40.882229,-73.86064,4.0,2.0,1824.0
29826838,470000.0,40.88266,-73.861774,5.0,3.0,1467.0
29826839,462000.0,40.882688,-73.861861,5.0,2.0,1425.0
29826842,510000.0,40.882752,-73.862129,3.0,3.0,1934.0
29826910,495000.0,40.884077,-73.861116,6.0,3.0,2394.0
29826956,425000.0,40.884964,-73.861189,5.0,3.0,2856.0
29826974,531000.0,40.884862,-73.859875,3.0,2.0,1134.0
29827106,499900.0,40.879453,-73.859516,3.0,3.0,1120.0
29827126,269217.0,40.879906,-73.861293,3.0,2.0,1000.0
29827128,501000.0,40.880051,-73.861067,5.0,3.0,1523.0
29827214,210000.0,40.88152,-73.859711,4.0,3.0,1627.0
29827249,584000.0,40.88244,-73.85975,7.0,2.0,2527.0
29827325,70000.0,40.88297,-73.85754,3.0,3.0,1700.0
29827331,435000.0,40.883126,-73.858092,4.0,2.0,1690.0
29827354,449000.0,40.883407,-73.857856,3.0,3.0,1690.0
29827382,420000.0,40.88432,-73.858711,3.0,2.0,1690.0
29827446,461370.0,40.876353,-73.859772,5.0,3.0,2300.0
29827456,388000.0,40.876425,-73.858675,3.0,1.5,1600.0
29827589,336000.0,40.87863,-73.858146,2.0,2.0,976.0
29827712,375000.0,40.880274,-73.856894,3.0,2.0,1890.0
29827845,445200.0,40.881872,-73.85413,4.0,2.0,1690.0
29827887,430000.0,40.882557,-73.85517,3.0,2.0,1160.0
29827921,394446.0,40.88288,-73.854666,3.0,2.0,1322.0
29827930,529000.0,40.883072,-73.855268,4.0,3.0,1331.0
29827960,590000.0,40.874655,-73.856852,5.0,2.0,2000.0
29828009,460000.0,40.875841,-73.857022,3.0,3.0,1260.0
29828080,520000.0,40.876608,-73.855051,3.0,2.0,1620.0
29828090,333000.0,40.876935,-73.856026,3.0,3.0,1620.0
29828094,540000.0,40.877141,-73.856365,3.0,3.0,1587.0
29828112,489000.0,40.876817,-73.854774,3.0,2.0,1710.0
29828360,391000.0,40.880189,-73.852962,3.0,3.0,1296.0
29828403,490000.0,40.881212,-73.853574,3.0,2.0,1782.0
29828404,455000.0,40.881193,-73.853515,3.0,2.0,1782.0
29828475,330000.0,40.88224,-73.851724,4.0,2.0,1560.0
29828586,519000.0,40.875979,-73.85305,4.0,2.0,1637.0
29828628,470000.0,40.876689,-73.852926,3.0,3.0,1732.0
29828633,335000.0,40.87681,-73.853436,3.0,2.0,1260.0
29828649,330000.0,40.876895,-73.852689,3.0,2.0,1732.0
29828745,690000.0,40.879732,-73.851904,5.0,2.0,2061.0
29828878,465000.0,40.881578,-73.850724,4.0,3.0,1800.0
29829011,660000.0,40.878218,-73.846627,4.0,3.0,2176.0
29829017,480000.0,40.878803,-73.846954,3.0,2.0,1614.0
29829192,569900.0,40.877843,-73.843485,3.0,2.0,2160.0
29829260,417000.0,40.873417,-73.850883,3.0,2.0,1900.0
29829305,350000.0,40.874157,-73.850285,3.0,2.0,1738.0
29829306,506000.0,40.87411,-73.85026,3.0,3.0,1738.0
29829330,400000.0,40.873977,-73.850579,3.0,2.0,1254.0
29829347,460000.0,40.873016,-73.849742,3.0,2.0,1408.0
29829353,390000.0,40.872788,-73.849539,4.0,3.0,2160.0
29829360,461000.0,40.872588,-73.849834,3.0,3.0,1782.0
29829406,475000.0,40.874209,-73.849677,3.0,2.0,1920.0
29829485,435000.0,40.875456,-73.849356,3.0,3.0,1585.0
29829608,550000.0,40.872519,-73.848381,3.0,4.0,1748.0
29829672,515000.0,40.872851,-73.847927,3.0,4.0,1736.0
29829690,435000.0,40.873641,-73.846943,3.0,3.0,1408.0
29829701,240000.0,40.873049,-73.846639,3.0,2.0,1280.0
29829706,527000.0,40.872788,-73.846496,3.0,2.0,1408.0
29829738,440000.0,40.874162,-73.846223,3.0,2.0,1260.0
29829749,462500.0,40.873656,-73.845948,3.0,2.0,1260.0
29829799,300000.0,40.874924,-73.8456,5.0,3.0,1782.0
29829801,500000.0,40.874786,-73.845525,3.0,3.0,1782.0
29829846,400200.0,40.876161,-73.845147,3.0,2.0,1440.0
29829849,450000.0,40.876038,-73.845082,3.0,3.0,1440.0
29829853,405000.0,40.875604,-73.844855,3.0,3.0,1400.0
29829900,430000.0,40.875747,-73.843954,2.0,2.0,1320.0
29829907,545000.0,40.875315,-73.844024,3.0,3.0,1332.0
29829910,115000.0,40.875444,-73.844164,3.0,2.0,1100.0
29829913,270000.0,40.875603,-73.84426,4.0,2.0,1432.0
29829967,440000.0,40.873663,-73.845322,4.0,4.0,2732.0
29830012,370000.0,40.873466,-73.843724,3.0,2.0,1368.0
29830025,485000.0,40.874424,-73.844597,3.0,3.0,1631.0
29830045,460000.0,40.874381,-73.843608,3.0,2.0,1258.0
29830074,457500.0,40.875658,-73.842934,3.0,2.0,1188.0
29830110,450000.0,40.876418,-73.842345,3.0,2.0,1539.0
29830119,487500.0,40.876004,-73.842128,3.0,2.0,1539.0
29830152,449000.0,40.877419,-73.842258,3.0,3.0,948.0
29830191,435000.0,40.87679,-73.841962,3.0,2.0,948.0
29830364,670000.0,40.875289,-73.839225,5.0,3.0,2052.0
29830443,420000.0,40.871606,-73.845856,3.0,2.0,1602.0
29830477,640000.0,40.872057,-73.845185,6.0,2.0,1868.0
29830491,720000.0,40.871248,-73.844383,6.0,2.0,2720.0
29830655,415000.0,40.870243,-73.842158,3.0,2.0,1224.0
29830656,385000.0,40.870177,-73.842126,3.0,3.0,1612.0
29830671,599000.0,40.871568,-73.84166,4.0,3.0,1750.0
29830762,510000.0,40.872789,-73.840824,4.0,3.0,1300.0
29830773,434000.0,40.873361,-73.841106,3.0,2.0,1890.0
29830829,525000.0,40.871843,-73.838991,4.0,2.0,1690.0
29830842,400000.0,40.871014,-73.838611,3.0,2.0,1690.0
29830963,525000.0,40.874428,-73.836819,3.0,2.0,1890.0
29831009,360000.0,40.873164,-73.836761,3.0,2.0,1362.0
29831028,515000.0,40.87179,-73.836114,3.0,2.0,1260.0
29831070,418000.0,40.872687,-73.835575,3.0,2.0,1116.0
29831083,535000.0,40.871837,-73.835528,3.0,2.0,1928.0
29831132,450000.0,40.869372,-73.840708,3.0,2.0,1674.0
29831155,539000.0,40.869296,-73.841042,3.0,3.0,1116.0
29831349,280000.0,40.869332,-73.837382,3.0,3.0,1030.0
29831450,570000.0,40.867654,-73.836125,5.0,3.0,2500.0
29831484,490000.0,40.86782,-73.835521,3.0,2.0,1732.0
29831564,425376.0,40.889037,-73.863467,6.0,2.0,2180.0
29831575,659000.0,40.890704,-73.862555,3.0,2.0,1000.0
29831610,362000.0,40.886712,-73.86399,3.0,2.0,1440.0
29831626,438000.0,40.886738,-73.863103,3.0,2.0,1636.0
29831776,460000.0,40.889936,-73.859918,3.0,3.0,1332.0
29831833,760000.0,40.891076,-73.861072,6.0,2.0,1989.0
29831980,750000.0,40.886027,-73.85932,3.0,2.0,1200.0
29832031,380000.0,40.887566,-73.857519,4.0,2.0,1738.0
29832113,730000.0,40.889537,-73.858841,5.0,2.0,1920.0
29832190,413973.0,40.890364,-73.856234,7.0,3.0,1988.0
29832204,470000.0,40.890842,-73.856196,3.0,2.0,1364.0
29832264,395000.0,40.892271,-73.855595,3.0,2.0,1638.0
29832306,495400.0,40.885094,-73.857921,6.0,2.0,2856.0
29832386,299000.0,40.885777,-73.855921,4.0,2.0,1800.0
29832393,393000.0,40.886001,-73.856625,3.0,2.0,1182.0
29832425,720000.0,40.886604,-73.855906,3.0,3.0,2000.0
29832549,420000.0,40.888994,-73.85561,2.0,3.0,1216.0
29832585,615000.0,40.889246,-73.853246,5.0,3.0,1764.0
29832752,340000.0,40.891719,-73.85381,3.0,3.0,1045.0
29832755,449500.0,40.891692,-73.854038,3.0,2.0,1375.0
29832862,400000.0,40.884365,-73.853042,3.0,2.0,1600.0
29832878,499999.0,40.884879,-73.853081,3.0,3.0,1690.0
29833088,490000.0,40.888105,-73.851756,3.0,3.0,1000.0
29833095,332366.0,40.887932,-73.851211,3.0,2.0,1152.0
29833141,474000.0,40.888737,-73.851122,3.0,2.0,1903.0
29833168,445000.0,40.889139,-73.850836,6.0,2.0,1280.0
29833209,405000.0,40.889527,-73.849682,2.0,2.0,1275.0
29833306,406000.0,40.883051,-73.852461,3.0,2.0,1152.0
29833379,397000.0,40.884007,-73.850412,3.0,2.0,2232.0
29833415,610000.0,40.884317,-73.850303,3.0,3.0,2300.0
29833490,275000.0,40.885763,-73.849644,3.0,2.0,1683.0
29833548,400000.0,40.88665,-73.849859,3.0,2.0,1184.0
29833549,473000.0,40.886657,-73.849823,3.0,2.0,1184.0
29833585,400000.0,40.887075,-73.849564,4.0,2.0,1147.0
29833597,530000.0,40.887462,-73.84977,3.0,2.0,1044.0
29833650,300000.0,40.888098,-73.849798,2.0,2.0,1392.0
29833661,435000.0,40.888153,-73.849328,3.0,3.0,1276.0
29833670,390000.0,40.887941,-73.848671,3.0,2.0,1355.0
29833671,499000.0,40.887933,-73.848624,3.0,2.0,1355.0
29833673,382000.0,40.887782,-73.849173,2.0,2.0,1392.0
29833675,304200.0,40.88782,-73.849329,4.0,2.0,1392.0
29833678,314340.0,40.888213,-73.84792,3.0,2.0,1188.0
29833696,450000.0,40.888559,-73.849006,4.0,2.0,1147.0
29833746,512500.0,40.888911,-73.847522,3.0,3.0,1224.0
29833803,293291.0,40.889636,-73.847282,3.0,2.0,1925.0
29833816,420000.0,40.890012,-73.848769,3.0,2.0,1840.0
29833837,509000.0,40.889802,-73.846942,3.0,3.0,1782.0
29833892,445000.0,40.878552,-73.837955,3.0,2.0,1260.0
29833961,585000.0,40.879445,-73.840101,4.0,3.0,1339.0
29833972,480000.0,40.878448,-73.839929,4.0,2.0,1300.0
29833974,360000.0,40.878652,-73.840033,5.0,2.0,1700.0
29834000,509000.0,40.88,-73.839168,3.0,3.0,1300.0
29834003,340000.0,40.87911,-73.838929,3.0,2.0,2255.0
29834024,180000.0,40.879643,-73.838621,4.0,2.0,1440.0
29834058,399000.0,40.879763,-73.843372,3.0,2.0,1200.0
29834125,495000.0,40.881498,-73.841318,5.0,3.0,1418.0
29834135,401000.0,40.881263,-73.840523,3.0,2.0,1088.0
29834157,430000.0,40.881862,-73.840839,3.0,3.0,1732.0
29834207,460000.0,40.880472,-73.844893,4.0,3.0,1920.0
29834212,417000.0,40.880766,-73.844591,3.0,2.0,1400.0
29834227,423000.0,40.881136,-73.84536,3.0,3.0,960.0
29834236,350000.0,40.881353,-73.845856,2.0,2.0,960.0
29834250,440000.0,40.881782,-73.846518,3.0,2.0,1534.0
29834256,580000.0,40.881672,-73.845874,4.0,3.0,1440.0
29834289,520000.0,40.881857,-73.845133,3.0,2.0,1072.0
29834312,585000.0,40.882232,-73.849853,4.0,2.0,2128.0
29834336,485000.0,40.881362,-73.847816,3.0,2.0,1080.0
29834356,385000.0,40.881596,-73.847637,3.0,2.0,1500.0
29834381,400000.0,40.882457,-73.848483,3.0,2.0,1534.0
29834382,465000.0,40.882486,-73.848553,3.0,3.0,1934.0
29834466,515000.0,40.88309,-73.84722,3.0,3.0,1584.0
29834489,489000.0,40.883133,-73.847321,3.0,4.0,1945.0
29834511,563653.0,40.883592,-73.839173,3.0,1.5,1200.0
29834701,560000.0,40.888949,-73.845252,4.0,3.0,1546.0
29834719,475000.0,40.888177,-73.84524,3.0,2.0,1276.0
29834720,400000.0,40.888186,-73.845347,3.0,2.0,1276.0
29834772,680000.0,40.888678,-73.84324,2.0,2.5,2280.0
29834777,400000.0,40.88847,-73.843367,3.0,3.0,1188.0
29834780,575000.0,40.888434,-73.843559,3.0,2.0,1188.0
29834783,550000.0,40.888876,-73.844687,3.0,2.0,1268.0
29834787,225000.0,40.888821,-73.83571,3.0,2.0,1701.0
29834865,435000.0,40.886754,-73.833657,3.0,2.0,1800.0
29834910,400000.0,40.886219,-73.832801,3.0,2.0,1248.0
29834975,785000.0,40.888422,-73.833488,6.0,4.0,1136.0
29834986,477000.0,40.887101,-73.833057,3.0,3.0,1028.0
29834994,557000.0,40.887677,-73.832975,4.0,2.0,2052.0
29834997,86000.0,40.887656,-73.83266,4.0,3.0,1360.0
29835030,465000.0,40.887429,-73.830546,4.0,3.5,1400.0
29835032,455000.0,40.887353,-73.830527,3.0,3.0,1372.0
29835037,505000.0,40.887106,-73.830505,3.0,3.0,1364.0
29835038,485000.0,40.887057,-73.830501,3.0,3.0,1364.0
29835045,322000.0,40.886925,-73.830865,7.0,4.0,2300.0
29835050,320000.0,40.887188,-73.830887,3.0,2.0,1305.0
29835081,420000.0,40.88781,-73.8289,3.0,2.0,1250.0
29835108,465000.0,40.889336,-73.841629,3.0,2.0,1672.0
29835116,460000.0,40.888931,-73.841472,4.0,3.0,1672.0
29835121,520000.0,40.889297,-73.841033,3.0,3.0,1714.0
29835140,485000.0,40.890244,-73.841119,3.0,2.5,2800.0
29835152,440000.0,40.889587,-73.840797,3.0,3.0,1116.0
29835167,192000.0,40.888972,-73.840126,5.0,2.5,1888.0
29835196,420000.0,40.890171,-73.84007,3.0,3.0,1794.0
29835204,505000.0,40.88934,-73.839747,4.0,3.0,1534.0
29835221,575000.0,40.889063,-73.839013,4.0,3.0,1728.0
29835258,453000.0,40.888885,-73.838761,3.0,2.0,1152.0
29835261,384000.0,40.88887,-73.838968,3.0,2.0,1728.0
29835278,470000.0,40.8907,-73.838775,3.0,3.0,1912.0
29835335,465000.0,40.890553,-73.837359,3.0,3.0,1834.0
29835341,419000.0,40.89009,-73.837182,3.0,2.0,1654.0
29835374,580000.0,40.890973,-73.836913,4.0,3.0,1600.0
29835378,710000.0,40.89123,-73.836727,7.0,4.0,2001.0
29835421,390000.0,40.890964,-73.835982,3.0,2.0,1240.0
29835438,430000.0,40.890681,-73.835483,4.0,3.0,1823.0
29835462,385000.0,40.890585,-73.834872,3.0,2.0,1296.0
29835534,398000.0,40.890617,-73.832702,2.0,2.0,1224.0
29835539,455000.0,40.890931,-73.833776,3.0,3.0,1566.0
29835576,400000.0,40.891569,-73.832191,2.0,2.0,1296.0
29835659,475000.0,40.889984,-73.830877,3.0,3.0,1442.0
29835790,455000.0,40.891001,-73.846446,3.0,2.5,1512.0
29835793,485000.0,40.891304,-73.846568,3.0,3.0,1584.0
